ID,Título,Año,Director(es),Slug
161043,"¡Qué noche de casamiento!",1953,"Enrique Carreras",que-noche-de-casamiento
1569,"¡Qué noche de casamiento!",1969,"Julio Porter, José Herrero",que-noche-de-casamiento-2
161197,"...Y mañana serán hombres",1939,"Carlos Borcosque, Juan Sires, Jack Hall",y-manana-seran-hombres
2038,"...Y mañana serán hombres",1979,"Carlos F. Borcosque (h), Jorge Mobaied, Juan Sires, Jack Hall, Jorge Mobaied",y-manana-seran-hombres-2
9686,"1982",2015,"Cristina Motta",1982-i
160314,"1982",2019,"Lucas Gallo",1982
160316,"4x4",2012,"Pablo Marín",4x4
7554,"4x4",2019,"Mariano Cohn, Martín Bustos",4x4-i
160318,"A",2005,"Gwenn Joyaux",a
5644,"A",2012,"Ignacio Dimattia, Gwenn Joyaux",a-2
160320,"Abracadabra",1997,"Adrián Garelik",abracadabra
2859,"Abracadabra",2004,"Julio Midú, Adrián Garelik",abracadabra-2
160322,"Abril",2005,"Christian Pineda, Federico Luaces, Diana González, Magalí Barbatto",abril
3452,"Abril",2011,"Víctor Palacios, Martín Guzmán, Federico Luaces, Diana González, Magalí Barbatto",abril-2
160324,"Acorralados",2002,"Mariano Cattáneo, Ygnacio Cervio, Cristian Díaz (II)",acorralados
4559,"Acorralados",2010,"Julio Bove, Mariano Cattáneo, Ygnacio Cervio, Cristian Díaz (II)",acorralados-2
160326,"Adolescencia",1942,"Francisco Mugica",adolescencia
160327,"Adolescencia",2006,"Esteban Menis, Cecilia Menis",adolescencia-2
50,"Adolescencia",2011,"Guillermo Bergandi, Francisco Mugica, Cecilia Menis",adolescencia-3
160329,"Afuera",2008,"Andrés Testagrossa",afuera
6826,"Afuera",2018,"Martín Folco",afuera-i
160332,"Agua",2003,"Ignacio Laxalde, Agustín Gregori, Bernardo Francese",agua-2-2
3018,"Agua",2006,"Martín San Pedro, Juan Manuel Gonzáles, Ignacio Laxalde, Verónica Chen, Agustín Gregori, Bernardo Francese, Nicolás Di Cocco, Daniela Kozak, Ramiro La Vella, Mariano Turek, Natalia Smirnoff",agua-3
160334,"Aire",1998,"Charlotta Lennartsdotter",aire
3136,"Aire",2018,"Arturo Castro Godoy, Charlotta Lennartsdotter",aire-i
160336,"Akelarre",2020,"Pablo Agüero",akelarre
9648,"Akelarre",2020,"Mila Belén Gallo, Pablo Agüero",akelarre-i
160338,"Alejandra",1956,"Carlos Schlieper",alejandra
68,"Alejandra",2013,"Ernesto Ardito, Virna Molina",alejandra-2
160340,"Alicia",2005,"Marina di Raimondo, Alejandro Zucco, Fernando Polverini",alicia
160341,"Alicia",2010,"Tamara Viñes",alicia-2
4525,"Alicia",2018,"Alejandro Rath, Tamara Viñes, Marina di Raimondo, Alejandro Zucco, Fernando Polverini",alicia-i
160343,"Allá lejos y hace tiempo",1969,"Ricardo Becher",alla-lejos-y-hace-tiempo
81,"Allá lejos y hace tiempo",1978,"Manuel Antin, Ricardo Becher",alla-lejos-y-hace-tiempo-2
160345,"Alma",2011,"Marcela Suppicich",alma
7151,"Alma",2015,"Diego Rougier",alma-2
190022,"Alma",2023,"Juan Pablo Martínez, Teresita Biafore, Germán Sarmiento, Juan Pablo Martínez",alma-3
6026,"Alterego",2001,"Gastón Viñas",alterego-2
160347,"Alterego",2003,"Sin director",alterego
98,"Amalia",1914,"Enrique García Velloso, Luis José Moglia Barth",amalia-2
160349,"Amalia",1936,"Luis José Moglia Barth",amalia
6953,"Amateur",2011,"Néstor Frenkel",amateur
188050,"Amateur",2016,"Sebastián Perillo",amateur-2
160351,"Amazonas",1986,"Alejandro Sessa, Carlos Gil",amazonas
102,"Amazonas",2020,"Daniel Carrizo, Sebastián Ferrari, Carlos Gil",amazonas-i
160353,"Ana",2006,"Gabriela Trettel, Marcos Pereira, Gabriela Aguirre, Gabriela Trettel",ana
6223,"Ana",2007,"Maximiliano Estomba, Gabriela Trettel, Marcos Pereira, Gabriela Aguirre, Gabriela Trettel",ana-2
160355,"Ángeles",1992,"Raúl Perrone",angeles
2441,"Ángeles",Sin año,"Paula Markovitch",angeles-i
160357,"Ánima",2008,"Brenda Urlacher, Carolina Molinari, Juan Pablo Fuxman",anima
6252,"Ánima",2015,"Clara Frías, Brenda Urlacher, Carolina Molinari, Juan Pablo Fuxman",anima-2
163038,"Ánima",2020,"Diego Ercolano",anima-3
9132,"Años luz",2017,"Manuel Abramovich",anos-luz
162192,"Años luz",Sin año,"Joaquín Mauad",anos-luz-2
3879,"Aprendizaje",1985,"Julio César Otero Mancini, Gianfranco Quattrini",aprendizaje-2
160359,"Aprendizaje",1994,"Gianfranco Quattrini",aprendizaje
160364,"Arroz con leche",1950,"Carlos Schlieper",arroz-con-leche
150,"Arroz con leche",2008,"Jorge Polaco, Antonio Barrio, Virginia Scaro",arroz-con-leche-2
160366,"Asfixia",2003,"Florencia Gundin",asfixia
160367,"Asfixia",2006,"Federico Peretti, Agostina Brocco",asfixia-2
4309,"Asfixia",2006,"Damián Leibovich, Federico Peretti, Agostina Brocco",asfixia-3
160369,"Así es la vida",1939,"Francisco Mugica",asi-es-la-vida
159,"Así es la vida",1977,"Enrique Carreras, Orlando Zumpano",asi-es-la-vida-2
160371,"Aula magna",2009,"Mariano Hueter",aula-magna
160372,"Aula magna",2012,"Andrés Denegri",aula-magna-2
6707,"Aula magna",2014,"Andrés Denegri",aula-magna-3
6134,"Ave María",2002,"Sebastián Caulier",ave-maria
191353,"Ave maría",2023,"Diego Recalde",ave-maria-2
160374,"Azul",1994,"Andrea Abdala",azul
4376,"Azul",2019,"Lucía Lalor, Andrea Abdala",azul-i
10311,"Bajo la superficie",1995,"Pablo Spátola, Juan Wickenhagen",bajo-la-superficie-i
160376,"Bajo la superficie",2021,"Pablo Spátola, Juan Wickenhagen",bajo-la-superficie
160378,"Bajo tierra",1985,"Rodrigo Fürth, Eduardo Ruderman",bajo-tierra
2991,"Bajo Tierra",2000,"Nicolás Aponte, Rodrigo Fürth, Eduardo Ruderman",bajo-tierra-2
160382,"Barcos de papel",1963,"Román Viñoly Barreto",barcos-de-papel
208,"Barcos de papel",2020,"Fernando Duarte, Román Viñoly Barreto",barcos-de-papel-i
4403,"Basura",1999,"Paulo Pécora",basura-2
160384,"Basura",2002,"Gustavo Biazzi",basura
4608,"Bigotes de chocolate",2005,"Grupo Humus, Agustín Gregori, Ignacio Laxalde",bigotes-de-chocolate-2
160386,"Bigotes de chocolate",2005,"Agustín Gregori, Ignacio Laxalde",bigotes-de-chocolate
160388,"Blanco y negro",1919,"Francisco Defilippis Novoa",blanco-y-negro
2761,"Blanco y negro",1993,"Israel Adrián Caetano",blanco-y-negro-2
160390,"Bohemia",2006,"Amadeo Riva, Iván Larsen",bohemia
5803,"Bohemia",2014,"Leo Damario, Iván Larsen",bohemia-2
6040,"Buenas noches",2006,"Carlos Vilaró Nadal, Graciela Colombres Garmendia",buenas-noches
196420,"Buenas noches",2025,"Matías Szulanski",buenas-noches-2
160394,"Búsqueda",1992,"Adriana Yurcovich",busqueda
5462,"Búsqueda",2002,"Gustavo Mendoza",busqueda-2
160396,"Caíto",2004,"Guillermo Pfening, Chancha Ambrosini",caito
4105,"Caíto",2012,"Guillermo Pfening, Chancha Ambrosini",caito-2
4890,"Caleidoscopio",1969,"Eduardo Plá, Adrián Ochoa",caleidoscopio-3
160399,"Caleidoscopio",1998,"Micaela Gurevich",caleidoscopio-2
160398,"Caleidoscopio",2001,"Adrián Ochoa, Maximiliano Gallo",caleidoscopio
160401,"Canción de cuna",1941,"Gregorio Martínez Sierra",cancion-de-cuna
309,"Canción de cuna",2005,"Julián Schlaen, María Elda Tomasini, Giselle Scaradili, Noelia Morchio, Noelia Morchio",cancion-de-cuna-2
160403,"Caperucita Roja",1933,"Jorge Méndez Delfino",caperucita-roja
7464,"Caperucita roja",2019,"Tatiana Mazú, Jorge Méndez Delfino",caperucita-roja-i
160405,"Cartas",2006,"Paola Pelzmajer, Rosa Martínez Rivero",cartas
5355,"Cartas",2018,"Mario Bomheker, Paola Pelzmajer, Rosa Martínez Rivero",cartas-2
160407,"Cartas de amor",1951,"Mario C. Lugones",cartas-de-amor
349,"Cartas de amor",2005,"María Meira, Mario C. Lugones",cartas-de-amor-2
160409,"Casino",2001,"Clementina Barreiro",casino
5533,"Casino",2008,"Alejandro Cohen Arazi, Clementina Barreiro",casino-i
160411,"Causalidad",2013,"Vitto Manccini",causalidad
7952,"Causalidad",Sin año,"WHO, Diego Morel, Marcelo Baduij",causalidad-i
160413,"Celos",1946,"Mario Soffici, Tulio Demicheli, Esteban H. Etcheverrito",celos
373,"Celos",2003,"Emmanuel Martín",celos-2
160415,"Cenizas",2006,"Lorena Silvariño, Santiago Valentino, Nahuel Billoni",cenizas
160416,"Cenizas",2012,"Emiliano Cativa",cenizas-2
5925,"Cenizas",2019,"Gonzalo Mellid, Lorena Silvariño, Emiliano Cativa, Santiago Valentino, Nahuel Billoni",cenizas-i
160418,"Chaco",2017,"Daniele Incalcaterra, Fausta Quattrini",chaco
160419,"Chaco",2017,"Ignacio Ragone, Juan Fernández Gebauer, Ulises de la Orden",chaco-i
9013,"Chaco",2020,"Diego Mondaca, Ignacio Ragone, Daniele Incalcaterra, Fausta Quattrini",chaco-ii
160423,"Chúmbale",1968,"Carlos Orgambide",chumbale
400,"Chúmbale",2001,"Aníbal Di Salvo, Emilio Blanco",chumbale-2
160425,"Ciegos",1998,"Fermin Villanueva, Nicolás Pucciarelli",ciegos
3134,"Ciegos",2019,"Fernando Zuber, Nicolás Pucciarelli",ciegos-i
160427,"Circe",1964,"Manuel Antin, Carlos F. Borcosque (h)",circe
413,"Circe",2009,"Andrew Sala, Manuel Antin, Carlos F. Borcosque (h)",circe-2
4867,"Clandestino",2016,"Sofía Rocha, Rafael Beláustegui",clandestino-i
160429,"Clandestino",Sin año,"Rafael Beláustegui",clandestino
160431,"Claudia",2010,"Marcel Gonnet Wainmayer",claudia
7009,"Claudia",2019,"Sebastián De Caro",claudia-i
160433,"Clementina",2008,"Agustina Massa",clementina
7751,"Clementina",2017,"Jimena Monteoliva",clementina-i
161806,"Clementina",2022,"Constanza Feldman, Agustín Mendilaharzu",clementina-2
160435,"Compañeros",1936,"Gerardo Húttula",companeros
443,"Compañeros",2021,"Luis Galmes, Gerardo Teplisky, Roberta Ainstein, Andrés La Penna",companeros-i
160437,"Constitución",2000,"Marcel Czombos",constitucion
160438,"Constitución",2013,"Melisa Brito Aller",constitucion-1
4549,"Constitución",2017,"Luciana Gentinetta, Melisa Brito Aller, Jimena Cantero, Marcel Czombos, Natalia Luz Ardissone",constitucion-i
160440,"Contrapunto",2002,"Leandro Brandimarte",contrapunto
5147,"Contrapunto",2008,"Federico Del Bueno, Leandro Brandimarte",contrapunto-2
160442,"Convivencia",1994,"Carlos Galettini, Gabriel Arbós, Roberto Salomone, Aldo Romero",convivencia
473,"Convivencia",2020,"Malena Ichkhanian, Lucía Molina Carpi, Mara Tatiana Lanosa Alonso, Ailín Kertész, Gabriel Arbós, Roberto Salomone, Aldo Romero",convivencia-i
4521,"Copacabana",2006,"Martín Rejtman, Liselotte Eva Sieffers",copacabana-2
160444,"Copacabana",Sin año,"Juan José Suárez, Liselotte Eva Sieffers",copacabana
160446,"Corazón Delator",1998,"Guillermina Rosales",corazon-delator
4259,"Corazón Delator",2002,"María Laura Bourges, Guillermina Rosales",corazon-delator-2
196949,"Corazón delator",2025,"Marcos Carnevale",corazon-delator-1
4029,"Corresponsal",2003,"Tamara Horowicz",corresponsal
194543,"Corresponsal",2024,"Emiliano Serra, Nicolás Purdía, Gabriel Rosas",corresponsal-2
8108,"Corte",2013,"Benjamín Ellenberger",corte
162224,"Corte",2020,"Guadalupe Yepes, Sofía Lanaro, Paula Garavagno, Candelaria López, Milagros Gallo",corte-2
160448,"Cucaracha",1999,"Pablo Parés",cucaracha
4694,"Cucaracha",2020,"Augusto González Polo, Pablo Parés",cucaracha-i
160450,"Cuestión de principios",1981,"Leonardo Polverino",cuestion-de-principios
3663,"Cuestión de principios",2009,"Rodrigo Grande",cuestion-de-principios-2
4305,"Dame más",2001,"María Corpas, Daniela Kozak",dame-mas-2
160452,"Dame más",Sin año,"Daniela Kozak",dame-mas
9559,"De la noche a la mañana",2012,"Lucas Santa Ana, Yanina Saccani",de-la-noche-a-la-manana-i
160454,"De la noche a la mañana",2019,"Manuel Ferrari",de-la-noche-a-la-manana
160458,"Derecho viejo",1951,"Manuel Romero",derecho-viejo
613,"Derecho viejo",1998,"Mariano Llinás, Manuel Romero",derecho-viejo-2
160461,"Desayuno",1976,"Daniel Portela",desayuno-2
4625,"Desayuno",2000,"Guillermina Ortiz, Georgina Pretto, Daniel Portela",desayuno-3
160460,"Desayuno",2002,"Georgina Pretto",desayuno
196909,"Desde adentro",2024,"Matías Rispau",desde-adentro-1
3073,"Desde adentro",Sin año,"Moro Anghileri",desde-adentro
2609,"Deseo",2000,"Roberto Camarra, Gerardo Vera",deseo-2
160463,"Deseo",2002,"Gerardo Vera",deseo
7630,"Desierto",2012,"Melisa Brito Aller, Baltazar Tokman",desierto-2
160465,"Desierto",2012,"Baltazar Tokman",desierto
160467,"Desmadre",2012,"Juan Pablo Martínez, Jazmín Stuart",desmadre
7072,"Desmadre",2018,"Sabrina Farji, Jazmín Stuart",desmadre-2
160470,"Despedida",1996,"Lucas Blanco",despedida-2
160469,"Despedida",2003,"Ana Katz",despedida
160471,"Despedida",2014,"María Alché",despedida-3
3655,"Despedida",2015,"Pablo Paniagua, Lucas Blanco, María Alché, Ana Katz",despedida-4
4600,"Después de recién",2004,"Grupo Humus, Ignacio Laxalde, Bernardo Francese",despues-de-recien-2
160473,"Después de recién",2004,"Ignacio Laxalde, Bernardo Francese",despues-de-recien
8329,"Diciembre",2013,"Bernabé Demozzi",diciembre
161816,"Diciembre",2021,"César González",diciembre-2
9792,"Dios autor de todo",Sin año,"Joaquín Maito, Tatiana Mazú, Nacho Losada",dios-autor-de-todo-i
160477,"Dios autor de todo",Sin año,"Tatiana Mazú",dios-autor-de-todo
160479,"Dolores",2014,"Gonzalo Tobal",dolores
160480,"Dolores",2016,"Juan Dickinson, Adrián Tagliabue",dolores-2
8316,"Dolores",2016,"Gonzalo Tobal, Juan Dickinson, Adrián Tagliabue",dolores-ii
160481,"Dolores",2016,"Sin director",dolores-i
160484,"Domingo",1998,"Mariano Fernández Bussy",domingo
6109,"Domingo",2014,"Alejandro Jovic",domingo-2
6683,"Dos hermanos",2007,"Sergio Bellotti, Natalia Urruty",dos-hermanos-2
160486,"Dos hermanos",2010,"Daniel Burman, Natalia Urruty",dos-hermanos
160488,"Duelo",2002,"Juan Schnitman",duelo
4399,"Duelo",2012,"Gisela Peláez, Diego Baridó, Tulio Billone, Martín Turnes, Facundo Moreno, Fernando Citara",duelo-2
10111,"Educación rural",2017,"Federico García Bedoya, Belén Ortiz",educacion-rural-i
160491,"Educación rural",2019,"Federico García Bedoya, Belén Ortiz",educacion-rural
160493,"El aleph",1999,"Richie J. A. Ercolalo",el-aleph
3789,"El Aleph",2011,"Carpincho, Manuel Gallo",el-aleph-2
160495,"El árbol",1999,"Nicolás Aponte",el-arbol
4319,"El árbol",2001,"Guillermo Bergandi, Valeria Pérez Delgado",el-arbol-3
160496,"El árbol",2006,"Gustavo Fontán",el-arbol-2
160498,"El baile",2003,"Bruno Gradaschi",el-baile
5220,"El baile",2006,"Iván Fund, Bruno Gradaschi",el-baile-2
160500,"El baldío",1952,"Carlos Rinaldi",el-baldio
201,"El baldío",2021,"Liliana Paolinelli",el-baldio-i
160502,"El beso",2003,"Gustavo Provitina",el-beso
4315,"El beso",2021,"Federico Luis Tachella",el-beso-i
160504,"El bosque",2008,"Pablo Siciliano, Eugenio Lasserre, Hugo Sosa (II), Julieta Vicente",el-bosque
160505,"El bosque",2011,"Ange Potier",el-bosque-2
6906,"El bosque",2019,"Esteban Lamothe, Pablo Siciliano, Eugenio Lasserre, Hugo Sosa (II), Julieta Vicente",el-bosque-i
160507,"El candidato",1959,"Fernando Ayala",el-candidato
160508,"El candidato",2012,"Pablo Polledri",el-candidato-2
318,"El candidato",2017,"Daniel Hendler, Fernando Ayala",el-candidato-3
160510,"El cartero",1954,"Homero Cárpena",el-cartero
350,"El cartero",1962,"Paulina Fernández Jurado, Homero Cárpena",el-cartero-2
160514,"El círculo",2002,"Javier Molteni",el-circulo
5766,"El círculo",2008,"José Pedro Charlo, Aldo Garay",el-circulo-2
160516,"El cuarto",2002,"Guillermo De Tanti",el-cuarto
4623,"El cuarto",2012,"Christian M. Fernández, Maro Villamarín",el-cuarto-2
160518,"El destino",1968,"Juan Batlle Planas (h)",el-destino
658,"El destino",2007,"Miguel Pereira, Juan Iribas",el-destino-2
160520,"El desvío",1998,"Horacio Maldonado, Marcos Negri, Maximiliano Amor",el-desvio
2247,"El desvío",2019,"Axel Rezinovsky, Horacio Maldonado, Marcos Negri, Maximiliano Amor",el-desvio-i
160522,"El día que me quieras",1969,"Enrique Cahen Salaberry",el-dia-que-me-quieras
691,"El día que me quieras",1999,"Leandro Katz, Enrique Cahen Salaberry",el-dia-que-me-quieras-2
160524,"El domador",1954,"Adelqui Millar, Máximo Berrondo",el-domador
752,"El Domador",1996,"Guillermo López, Máximo Berrondo",el-domador-2
5933,"El duelo",1999,"Gabriela Piro, Gabriel Grieco",el-duelo-2
160526,"El duelo",2008,"Gabriel Grieco",el-duelo
191193,"El duelo",2022,"Augusto Tejada",el-duelo-3
160528,"El encuentro",1964,"Dino Minitti",el-encuentro
160529,"El encuentro",1999,"Maximiliano Gerscovich",el-encuentro-2
595,"El encuentro",2003,"Alberto Romero, Maximiliano Gerscovich, Dino Minitti",el-encuentro-3
160531,"El Fausto criollo",1979,"Luis Saslavsky, Horacio Reale, Miguel Angel Lumaldo",el-fausto-criollo
756,"El Fausto criollo",2011,"Fernando Birri, Luis Saslavsky, Enrique Ernesto Gunche, Horacio Reale, Miguel Angel Lumaldo",el-fausto-criollo-2
160533,"El fruto",2005,"Sin director",el-fruto
4321,"El fruto",2010,"Miguel Baratta, Patricio Pomares, Pablo Acosta Larroca",el-fruto-2
160535,"El fusilamiento de Dorrego",1909,"Mario Gallo",el-fusilamiento-de-dorrego
2750,"El fusilamiento de Dorrego",2002,"Nicolás Zukerfeld, Mario Gallo",el-fusilamiento-de-dorrego-2
160539,"El grito sagrado",1954,"Luis César Amadori",el-grito-sagrado
926,"El grito sagrado",2003,"Pablo Nisenson, Luis César Amadori",el-grito-sagrado-2
160541,"El hombre de la bolsa",1996,"Juan Cruz Varela",el-hombre-de-la-bolsa
4198,"El hombre de la bolsa",2004,"Sabino Rafele, Marcelo Ferrando, Mercedes Arias",el-hombre-de-la-bolsa-2
160543,"El Impenetrable",2012,"Daniele Incalcaterra, Fausta Quattrini",el-impenetrable
7534,"El impenetrable",2015,"Alejandro Schonfeld, Fausta Quattrini",el-impenetrable-i
160545,"El jefe",1958,"Fernando Ayala",el-jefe
1038,"El jefe",2011,"Jaime Escallón Buraglia, Fernando Ayala",el-jefe-2
160547,"El juego",2003,"Poll Pebe Pueyrredón",el-juego
5331,"El juego",2010,"Benjamín Naishtat, Poll Pebe Pueyrredón",el-juego-2
160549,"El jugador",1947,"León Klimovsky",el-jugador
1071,"El jugador",2016,"Dan Gueller, Federico D'Auría, Gabriela Fantl",el-jugador-2
160551,"El juguete rabioso",1984,"José María Paolantonio, Ana Poliak",el-juguete-rabioso
1075,"El juguete rabioso",1998,"Javier Torre, Micaela Buye, Ana Poliak",el-juguete-rabioso-2
9407,"El llanto",2018,"Hernán Fernández",el-llanto
196057,"El llanto",2023,"Pedro Martín-Calero",el-llanto-2
1261,"El matrero",1924,"Edmo Cominetti, Orestes Caviglia",el-matrero-2
160555,"El matrero",1939,"Orestes Caviglia",el-matrero
3312,"El mensaje",2000,"Claudio Bartel",el-mensaje
196443,"El mensaje",2024,"Iván Fund",el-mensaje-2
160557,"El muro",1947,"Leopoldo Torre Nilsson, José Francisco Arcuri",el-muro
2814,"El muro",2001,"Hugo Álvarez (III), Leopoldo Torre Nilsson, José Francisco Arcuri",el-muro-2
160559,"El negoción",1958,"Simón Feldman",el-negocion
1176,"El negoción",1959,"Simón Feldman",el-negocion-2
3934,"El nexo",1997,"Matías Buzzalino, Irene Menchero, Lisandro Siperman, Clara Francillo, Mariana Verónica Selzer",el-nexo-2
160561,"El nexo",2007,"Sebastián Antico, Irene Menchero, Lisandro Siperman, Clara Francillo, Mariana Verónica Selzer",el-nexo
160563,"El olvido",2006,"Lucia Kearney",el-olvido
5440,"El olvido",2013,"Fermín Rivera",el-olvido-2
3673,"El otro",2006,"Federico Quiroz, Ariel Rotter, Natalia Urruty, Magdalena Cernadas, Mariano Biasin, Natalia Smirnoff",el-otro-2
160565,"El otro",2007,"Ariel Rotter, Natalia Urruty, Magdalena Cernadas, Mariano Biasin, Natalia Smirnoff",el-otro
160567,"El paraíso",1953,"Karl Ritter",el-paraiso
1381,"El paraíso",2021,"Fernando Sirianni, Federico Breser",el-paraiso-i
160569,"El pasante",2004,"Robert M. Rovere",el-pasante
5271,"El pasante",2010,"Clara Picasso, Robert M. Rovere",el-pasante-2
160571,"El perseguidor",1962,"Osías Wilenski",el-perseguidor
1476,"El perseguidor",2010,"Víctor Cruz, Natalia Hernández, Dante Dechecco, Agostina Guala, Agostina Guala",el-perseguidor-2
196921,"El polvo",2023,"Nicolás Torchinsky",el-polvo-1
9543,"El polvo",Sin año,"Nicolás Torchinsky",el-polvo
191702,"El portal",2023,"Andrés Perugini, Rodrigo Sebastian Olmedo",el-portal
196975,"El portal",2024,"Mariano Argento",el-portal-1
160573,"El pozo",1995,"Fernando Priego Ruiz",el-pozo
160574,"El pozo",2002,"Carlos Bobeda",el-pozo-2
4382,"El pozo",2011,"Rodolfo Carnevale, Fernando Priego Ruiz, Carlos Bobeda",el-pozo-3
160576,"El puente",1950,"Carlos Gorostiza, Arturo Gemmiti",el-puente
1641,"El puente",1985,"Gustavo Cova, Myriam Angueira, Carlos Gorostiza, Arturo Gemmiti",el-puente-3
160577,"El puente",2002,"Myriam Angueira",el-puente-2
160579,"El regreso",1950,"Leopoldo Torres Ríos, Enio Echenique",el-regreso
1627,"El regreso",2001,"Hugo Lescano, Juan Iribas, Roberto Salomone, Valentina Llorens, Roberto Salomone, Valentina Llorens",el-regreso-2
160582,"El remanso",1922,"Nelo Cosimi",el-remanso-2
1633,"El remanso",1926,"Rafael Parodi, Ladislao Haida, Nelo Cosimi",el-remanso-3
160581,"El remanso",1938,"Ladislao Haida",el-remanso
196910,"El repartidor está en camino",2024,"Martín Rejtman, Ignacio Ceroi",el-repartidor-esta-en-camino-1
9661,"El repartidor está en camino",Sin año,"Martín Rejtman",el-repartidor-esta-en-camino
160585,"El río",1972,"Arturo Balassa",el-rio-2
160584,"El río",1993,"Rafael Filippelli",el-rio
3985,"El río",2012,"Juane Otegui, Yanina Díaz, Rafael Filippelli",el-rio-i
160589,"El secreto de Julia",2002,"Ernesto Aguilar",el-secreto-de-julia
2889,"El secreto de Julia",2019,"Ernesto Aguilar",el-secreto-de-julia-i
160591,"El sereno",2004,"Alexander Rivas, Adrián Fabrissin, Greta Molas, Adrián Fabrissin",el-sereno
4387,"El sereno",2017,"Oscar Estévez, Joaquín Mauad, Adrián Fabrissin, Greta Molas, Adrián Fabrissin",el-sereno-2
160595,"El viaje",1942,"Francisco Mugica, Fernando Ayala",el-viaje
160596,"El viaje",1989,"Mauro Bedendo",el-viaje-2
1983,"El viaje",1990,"Pino Solanas, Mauro Bedendo, Francisco Mugica, Fernando Ayala",el-viaje-3
160598,"El visitante",1999,"Javier Olivera, Roberto Ceuninck, Nicolás Lidijover",el-visitante
2278,"El visitante",2002,"Sofía Mora, Roberto Ceuninck, Nicolás Lidijover",el-visitante-2
160600,"Elena",1999,"Blas Eloy Martínez",elena
5377,"Elena",2000,"Gabriel Medina",elena-2
160602,"Ella",2006,"Alejandro Montiel",ella
6260,"Ella",2008,"Christian Pineda, Marcela Marcelli",ella-2
160604,"Ella o yo",2004,"Sebastián Franco",ella-o-yo
4918,"Ella o yo",2005,"Bernarda Pagés, Verónica Elizalde",ella-o-yo-2
160606,"Emilia",2008,"Adrián Suárez",emilia
8210,"Emilia",2020,"César Sodero, Marcelo Pozzo, María Laura Berch",emilia-i
160608,"En buena ley",1919,"Mario Gallo",en-buena-ley
2758,"En buena ley",Sin año,"Alberto Traversa, Mario Gallo",en-buena-ley-2
7208,"En el Umbral… (Aleph)",2011,"Danilo Raúl Hernández",en-el-umbral-aleph-2
160610,"En el Umbral… (Aleph)",2011,"Danilo Raúl Hernández",en-el-umbral-aleph
6652,"En nuestros corazones para siempre",2008,"Javier Daulte, Sandra Gugliotta",en-nuestros-corazones-para-siempre-2
160612,"En nuestros corazones para siempre",2008,"Sin director",en-nuestros-corazones-para-siempre
3713,"En silencio",2004,"Francisco Pedemonte, Matías Piñeiro, Martín Horacio Papi",en-silencio-2
160614,"En silencio",2004,"Hernán Gabriel Silvosa, Martín Horacio Papi",en-silencio
160616,"En un día de gloria",1918,"Mario Gallo",en-un-dia-de-gloria
