movie_id,movie_title,movie_year,person_id,person_first_name,person_last_name,death_year,years_difference,work_type
8505,"Guapos",2007,155353,"Jorge","Luis Borges",1986,21,crew
819,"Fuego",1998,158068,"Roberto","Airaldi",1977,21,cast
889,"La herencia",2008,157595,"Alberto","Olmedo",1988,20,cast
7019,"La peli de Batato",2011,119065,"Batato","Barea",1991,20,cast
208,"Barcos de papel",2020,155761,"Pablo","Calvo",2000,20,cast
8653,"Merello x Carreras",2015,157476,"Enrique","Carreras",1995,20,cast
2637,"Los suicidas",2006,158189,"Antonio","Di Benedetto",1986,20,crew
1612,"Los ratones",1998,158688,"Florén","Delbene",1978,20,cast
756,"El Fausto criollo",2011,156467,"Luisa","Vehil",1991,20,cast
1857,"Siete para un secreto",1947,144793,"Mary","Webb",1927,20,crew
318,"El candidato",2017,158076,"Iris","Marga",1997,20,cast
930,"Guacho",2007,157996,"Alejandro","Rey",1987,20,cast
2853,"La sombra",2015,157850,"Alfredo","Almanza",1995,20,cast
925,"Los hipócritas",2019,158607,"Antonio","Merayo",1999,20,crew
925,"Los hipócritas",2019,151248,"Carlos","Víctor Andris",1999,20,cast
2949,"El cazador es un corazón solitario",2000,157698,"Eduardo","Rovira",1980,20,crew
318,"El candidato",2017,159011,"Fernando","Ayala",1997,20,crew
318,"El candidato",2017,159011,"Fernando","Ayala",1997,20,crew
1397,"El misterio del cuarto amarillo",1947,147165,"Gaston","Leroux",1927,20,crew
149,"¡Arriba juventud!",1971,156694,"Homero","Manzi",1951,20,crew
5470,"La espera",2006,155353,"Jorge","Luis Borges",1986,20,crew
10215,"No va más",2022,156840,"José","Cibrián",2002,20,cast
1009,"Invasión",2015,157911,"Lautaro","Murúa",1995,20,cast
9977,"El juicio",2023,107713,"Leopoldo","Fortunato Galtieri",2003,20,cast
160924,"Mi noche triste",1952,152898,"Pascual","Contursi",1932,20,crew
160924,"Mi noche triste",1952,152898,"Pascual","Contursi",1932,20,crew
2462,"La resistencia",2005,156340,"Pascual","Pellicciotta",1985,20,cast
160924,"Mi noche triste",1952,147372,"Samuel","Castriota",1932,20,crew
160369,"Así es la vida",1939,156443,"Ángel","Villoldo",1919,20,crew
1676,"Río Turbio",2022,156842,"Zoe","Ducós",2002,20,cast
10215,"No va más",2022,156842,"Zoe","Ducós",2002,20,cast
2035,"Viento norte",2020,158182,"Delia","Garcés",2001,19,cast
811,"La frontera olvidada",1996,158705,"Ubaldo","Martínez",1977,19,cast
7123,"Cornelia frente al espejo",2012,144894,"Silvina","Ocampo",1993,19,crew
222,"Bendita seas",1956,155599,"Alberto","Novión",1937,19,crew
1603,"La pródiga",1984,156983,"Alejandro","Casona",1965,19,crew
413,"Circe",2009,158387,"Américo","Hoss",1990,19,crew
1774,"Todo el año es Navidad",2018,158607,"Antonio","Merayo",1999,19,crew
234,"Blum",1970,157677,"Enrique","Santos Discépolo",1951,19,crew
1009,"Invasión",2015,157145,"Luis","Giudici",1996,19,crew
1418,"La patota",2015,157145,"Luis","Giudici",1996,19,crew
10568,"Denevi x 3",2017,158748,"Marco","Denevi",1998,19,crew
1459,"Los muchachos de antes no usaban gomina",1969,146809,"Mario","Benard",1950,19,crew
651,"Después del silencio",2020,158595,"Miguel","Dante",2001,19,cast
1641,"El puente",1985,152009,"Nicolás","Olivari",1966,19,crew
102,"Amazonas",2020,158970,"Oscar","Cardozo Ocampo",2001,19,crew
9529,"El maestro",2020,147640,"Pablo","Danielo",2001,19,crew
349,"Cartas de amor",2005,156739,"Roberto","Escalada",1986,19,cast
756,"El Fausto criollo",2011,158259,"Romualdo","Quiroga",1992,19,cast
926,"El grito sagrado",2003,158854,"Tito","Ribero",1984,19,crew
754,"Fascinación",2016,153962,"Paul","Misraki",1998,18,crew
1905,"Sola",2021,154050,"Héctor","Tealdi",2003,18,cast
282,"La calesita",1993,157467,"Cátulo","Castillo",1975,18,crew
9360,"El cuento de las comadrejas",2019,157060,"Gius","",2001,18,crew
349,"Cartas de amor",2005,158962,"Mecha","Ortiz",1987,18,cast
1579,"¡Qué tiempos aquéllos!",1951,146219,"Roscoe","Arbuckle",1933,18,cast
8968,"Los que aman, odian",2017,152730,"Adolfo","Bioy Casares",1999,18,crew
10215,"No va más",2022,155535,"Aldo","Bigatti",2004,18,cast
889,"La herencia",2008,158387,"Américo","Hoss",1990,18,crew
1685,"El tango en París",1956,155569,"Enrique","García Velloso",1938,18,crew
5470,"La espera",2006,158849,"Guillermo","Battaglia",1988,18,cast
1291,"La mentirosa",1999,158517,"Juan","Sires",1981,18,crew
160314,"1982",2021,107713,"Leopoldo","Fortunato Galtieri",2003,18,cast
1949,"La sonrisa de mamá",1972,158629,"Manuel","Romero",1954,18,crew
369,"La casta Susana",1944,153966,"Maurice","Desvallières",1926,18,crew
984,"Los inocentes",2016,157819,"Ovidio","Fuentes",1998,18,cast
926,"El grito sagrado",2003,158149,"Pedro","Aleandro",1985,18,cast
2504,"Perón, sinfonía del sentimiento",1999,138820,"Samuel","Barber",1981,18,crew
253,"La buena vida",2002,157507,"Santiago","Gómez Cou",1984,18,cast
1424,"Momentos",2012,154743,"María","Luisa Bemberg",1995,17,crew
1424,"Momentos",2012,154743,"María","Luisa Bemberg",1995,17,crew
10215,"No va más",2022,157465,"Víctor","Ayos",2005,17,crew
1774,"Todo el año es Navidad",2018,158052,"Carlos","Estrada",2001,17,cast
819,"Fuego",1998,158658,"Armando","Bó",1981,17,crew
819,"Fuego",1998,158658,"Armando","Bó",1981,17,crew
819,"Fuego",1998,158658,"Armando","Bó",1981,17,crew
819,"Fuego",1998,158658,"Armando","Bó",1981,17,crew
819,"Fuego",1998,158658,"Armando","Bó",1981,17,cast
10346,"¿Dónde estás, Negro?",2016,153758,"Chasman","",1999,17,cast
1767,"Santos Vega",1971,158606,"Alejandro Gutiérrez","del Barrio",1954,17,crew
691,"El día que me quieras",1999,156139,"Carlos","García Nacson",1982,17,crew
194119,"El viaje de Alba",2024,149035,"Carlos","Gorriarena",2007,17,cast
933,"Un guapo del 900",1971,158171,"César","Fiaschi",1954,17,cast
7499,"Maradona - Médico de la selva",2012,116764,"Esteban","Maradona",1995,17,cast
889,"La herencia",2008,158884,"Fernando","Iglesias",1991,17,cast
595,"El encuentro",2003,155353,"Jorge","Luis Borges",1986,17,crew
1418,"La patota",2015,147090,"Juan","Longobuco",1998,17,cast
1748,"Tierra del fuego",1983,155984,"Julio","Bianquet",1966,17,cast
10215,"No va más",2022,158318,"Oscar","Roy",2005,17,cast
1418,"La patota",2015,157819,"Ovidio","Fuentes",1998,17,cast
479,"Corrientes... calle de ensueños!",1949,152898,"Pascual","Contursi",1932,17,crew
1774,"Todo el año es Navidad",2018,158062,"Ricardo","Castro Ríos",2001,17,cast
691,"El día que me quieras",1999,158689,"Tito","Lusiardo",1982,17,cast
189661,"Ricardo Vilca. Quebrada, música y silencio",2023,134930,"Ricardo","Vilca",2007,16,crew
189661,"Ricardo Vilca. Quebrada, música y silencio",2023,134930,"Ricardo","Vilca",2007,16,cast
1214,"Martín Fierro",1989,148747,"Alfredo","Marino",1973,16,cast
325,"El canto cuenta su historia",1976,154411,"Andrés","Chazarreta",1960,16,cast
1361,"Mi noche triste",1997,155474,"Lucas","Demare",1981,16,crew
1361,"Mi noche triste",1997,155474,"Lucas","Demare",1981,16,crew
189,"Babilonia",1987,155989,"Armando","Discépolo",1971,16,crew
201,"El baldío",2021,156082,"Reynaldo","Mompel",2005,16,cast
691,"El día que me quieras",1999,158270,"Pedro","Quartucci",1983,16,cast
5086,"4 dientes",2005,150381,"Dámaso","Pérez Prado",1989,16,crew
754,"Fascinación",2016,158864,"Elisa","Christian Galvé",2000,16,cast
1291,"La mentirosa",1999,158905,"Warly","Ceriani",1983,16,cast
1009,"Invasión",2015,152730,"Adolfo","Bioy Casares",1999,16,crew
1418,"La patota",2015,158607,"Antonio","Merayo",1999,16,crew
161,"Así o de otra manera",1996,156398,"Carlos","Latorre",1980,16,crew
1951,"Soñar no cuesta nada",2007,156992,"Enrique","Cahen Salaberry",1991,16,crew
357,"La casa del recuerdo",1940,154102,"Gabriel","Fauré",1924,16,crew
756,"El Fausto criollo",2011,157475,"Luis","Medina Castro",1995,16,cast
756,"El Fausto criollo",2011,158279,"Luis","Saslavsky",1995,16,crew
756,"El Fausto criollo",2011,158279,"Luis","Saslavsky",1995,16,crew
856,"Gitano",2004,156696,"Oscar","Anderle",1988,16,crew
1545,"Pobre mi madre querida",1948,152898,"Pascual","Contursi",1932,16,crew
651,"Después del silencio",2020,158895,"María","Rosa Gallo",2004,16,cast
819,"Fuego",1998,153869,"Alba","Mujica",1983,15,cast
1361,"Mi noche triste",1997,147373,"Raúl","Beron",1982,15,cast
254,"Buenos Aires a la vista",1950,155243,"Alfredo","Le Pera",1935,15,crew
1418,"La patota",2015,158756,"Alfonso","De Grazia",2000,15,cast
1887,"Últimas imágenes del naufragio",1990,157467,"Cátulo","Castillo",1975,15,crew
282,"La calesita",1993,158688,"Florén","Delbene",1978,15,cast
8505,"Guapos",2007,156808,"Ástor","Piazzolla",1992,15,crew
8505,"Guapos",2007,156808,"Ástor","Piazzolla",1992,15,crew
1905,"Sola",2021,151328,"Abel","Sáenz Buhr",2006,15,cast
124,"El ángel desnudo",1946,157031,"Arthur","Schnitzler",1931,15,crew
254,"Buenos Aires a la vista",1950,155245,"Carlos","Gardel",1935,15,crew
10311,"Bajo la superficie",1995,157698,"Eduardo","Rovira",1980,15,crew
195450,"La película de Báñez",2024,124658,"Gabriel","Bañez",2009,15,cast
754,"Fascinación",2016,157681,"Homero","Cárpena",2001,15,cast
1365,"Pampa salvaje",1966,156694,"Homero","Manzi",1951,15,crew
1748,"Tierra del fuego",1983,158126,"José","Maurer",1968,15,cast
1459,"Los muchachos de antes no usaban gomina",1969,158629,"Manuel","Romero",1954,15,crew
1459,"Los muchachos de antes no usaban gomina",1969,158629,"Manuel","Romero",1954,15,crew
1459,"Los muchachos de antes no usaban gomina",1969,158629,"Manuel","Romero",1954,15,crew
1459,"Los muchachos de antes no usaban gomina",1969,158629,"Manuel","Romero",1954,15,crew
194903,"Diciembre de 1988",2024,130026,"Raúl","Alfonsín",2009,15,cast
1723,"La terraza",1992,150662,"Ricardo","Luna",1977,15,crew
691,"El día que me quieras",1999,157507,"Santiago","Gómez Cou",1984,15,cast
691,"El día que me quieras",1999,158854,"Tito","Ribero",1984,15,crew
8785,"Viviré con tu recuerdo",2016,149529,"Ada","Falcón",2002,14,cast
754,"Fascinación",2016,152970,"Alicia","Barrié",2002,14,cast
2562,"La costurerita que dio aquel mal paso",1926,138546,"Evaristo","Carriego",1912,14,crew
651,"Después del silencio",2020,153561,"Teresa","Blasco",2006,14,cast
2198,"Diario para un cuento",1998,153565,"Julio","Cortázar",1984,14,crew
10346,"¿Dónde estás, Negro?",2016,158627,"Alberto","Castillo",2002,14,crew
1242,"La novela de un joven pobre",1968,158606,"Alejandro Gutiérrez","del Barrio",1954,14,crew
1115,"Madreselva",1938,150858,"Giácomo","Puccini",1924,14,crew
1046,"Joven viuda y estanciera",1970,158251,"Luis José","Bayón Herrera",1956,14,crew
1046,"Joven viuda y estanciera",1970,158251,"Luis José","Bayón Herrera",1956,14,crew
1774,"Todo el año es Navidad",2018,153164,"Nelly","Meden",2004,14,cast
835,"La fuga",2013,156450,"Niní","Gambier",1999,14,cast
83,"Roma",2004,158395,"Vicente","Rubino",1990,14,cast
2853,"La sombra",2015,154158,"Lili","Gacel",2001,14,cast
917,"Gran Valor en la Facultad de Medicina",1981,154357,"André","Mouezy-Eón",1967,14,crew
68,"Alejandra",2013,158607,"Antonio","Merayo",1999,14,crew
208,"Barcos de papel",2020,157540,"Ariel","Absalón",2006,14,cast
835,"La fuga",2013,154402,"Enrique","Cadícamo",1999,14,crew
1038,"El jefe",2011,159011,"Fernando","Ayala",1997,14,crew
1038,"El jefe",2011,159011,"Fernando","Ayala",1997,14,crew
1038,"El jefe",2011,159011,"Fernando","Ayala",1997,14,crew
1361,"Mi noche triste",1997,153937,"Francisco","García Giménez",1983,14,crew
1361,"Mi noche triste",1997,153937,"Francisco","García Giménez",1983,14,crew
2078,"Volver",2002,158849,"Guillermo","Battaglia",1988,14,cast
6739,"Siete, o cuánto vive la mala suerte",2008,120761,"Henry","Mancini",1994,14,crew
2297,"Los libros y la noche",2000,155353,"Jorge","Luis Borges",1986,14,crew
2208,"Harto The Borges",2000,155353,"Jorge","Luis Borges",1986,14,cast
2297,"Los libros y la noche",2000,155353,"Jorge","Luis Borges",1986,14,cast
984,"Los inocentes",2016,153268,"Juan","Antonio Bardem",2002,14,crew
984,"Los inocentes",2016,153268,"Juan","Antonio Bardem",2002,14,crew
1498,"La mujer del zapatero",1965,153133,"Juan","Miguel Velich",1951,14,cast
2581,"Dromo",2001,138499,"Julio","Almada",1987,14,crew
1723,"La terraza",1992,158526,"Leopoldo","Torre Nilsson",1978,14,crew
1723,"La terraza",1992,158526,"Leopoldo","Torre Nilsson",1978,14,crew
9066,"Alguien más en quien confiar",2018,109760,"Luis","Valenti",2004,14,cast
889,"La herencia",2008,149924,"Miguel","Babuini",1994,14,crew
1557,"Música, alegría y amor",1956,154806,"Pierre","Veber",1942,14,crew
2761,"Blanco y negro",1993,137812,"Victoria","Ocampo",1979,14,cast
8907,"Existir sin vos. Una noche con Charly García",2016,138772,"María","Gabriela Epumer",2003,13,cast
191277,"Radio Oriente",2023,140317,"Raúl","Urtizberea",2010,13,cast
2954,"Chicas rolingas",2021,143295,"Mario","Paolucci",2008,13,cast
1038,"El jefe",2011,155340,"Emilio","Alfaro",1998,13,cast
1046,"Joven viuda y estanciera",1970,158057,"Carlos","Schlieper",1957,13,crew
1405,"Mi suegra es una fiera",1939,154807,"Charles-Maurice","Hennequin",1926,13,crew
614,"Enigma de mujer",1956,151802,"Serguei","Rachmaninoff",1943,13,crew
1726,"Sábado a la noche, cine",1960,145381,"Verminio","Servetto",1947,13,crew
2462,"La resistencia",2005,156808,"Ástor","Piazzolla",1992,13,crew
3938,"Piazzola en Buenos Aires",2005,156808,"Ástor","Piazzolla",1992,13,crew
8653,"Merello x Carreras",2015,157152,"Tita","Merello",2002,13,cast
1767,"Santos Vega",1971,149062,"Abel","Fleury",1958,13,crew
3217,"Dormir al sol",2012,152730,"Adolfo","Bioy Casares",1999,13,crew
1009,"Invasión",2015,158003,"Alfredo","Suárez",2002,13,crew
2018,"Sur",1988,155271,"Aníbal","Troilo",1975,13,crew
1793,"Torrente indiano",1954,145071,"Enrique","Saborido",1941,13,crew
208,"Barcos de papel",2020,158072,"Enzo","Viena",2007,13,cast
925,"Los hipócritas",2019,158994,"Fernando","Siro",2006,13,cast
2610,"La muerte y la brújula",1999,155353,"Jorge","Luis Borges",1986,13,crew
160493,"El aleph",1999,155353,"Jorge","Luis Borges",1986,13,crew
160529,"El encuentro",1999,155353,"Jorge","Luis Borges",1986,13,crew
2275,"Soriano",1999,155353,"Jorge","Luis Borges",1986,13,cast
10483,"Tango en París, recuerdos de Astor Piazzolla",2017,103625,"José","Pons",2004,13,cast
2850,"Balnearios",2001,137315,"José","Adimanto Zavala",1988,13,crew
1249,"Matar al abuelito",1993,156462,"Julio","de Caro",1980,13,crew
984,"Los inocentes",2016,155878,"Luis","E. Corradi",2003,13,cast
1441,"La muchachada de a bordo",1967,158629,"Manuel","Romero",1954,13,crew
1441,"La muchachada de a bordo",1967,158629,"Manuel","Romero",1954,13,crew
889,"La herencia",2008,153795,"Ricardo","Alventosa",1995,13,crew
889,"La herencia",2008,153795,"Ricardo","Alventosa",1995,13,crew
1764,"El santo de la espada",1970,145202,"Ricardo","Rojas",1957,13,crew
8420,"Prisioneras de la oscuridad",2010,112464,"Terry","Nation",1997,13,crew
68,"Alejandra",2013,158052,"Carlos","Estrada",2001,12,cast
68,"Alejandra",2013,158182,"Delia","Garcés",2001,12,cast
1918,"El soltero",1977,158185,"Carlos","Borcosque",1965,12,crew
756,"El Fausto criollo",2011,154664,"Eva","Franco",1999,12,cast
1242,"La novela de un joven pobre",1968,158251,"Luis José","Bayón Herrera",1956,12,crew
5577,"Les lunettes",2003,136923,"Miles","Davis",1991,12,crew
1748,"Tierra del fuego",1983,158119,"Orestes","Caviglia",1971,12,cast
1127,"Lucía",1997,158400,"Zelmar","Gueñol",1985,12,cast
194147,"Cantando las raíces",2024,154415,"Leda","Valladares",2012,12,cast
1046,"Joven viuda y estanciera",1970,149062,"Abel","Fleury",1958,12,cast
925,"Los hipócritas",2019,156150,"Aldo","Mayo",2007,12,cast
10215,"No va más",2022,158520,"Aníbal","Di Salvo",2010,12,crew
835,"La fuga",2013,158230,"Arturo","Maly",2001,12,cast
856,"Gitano",2004,156433,"Carlos","Muñoz",1992,12,cast
3466,"Cien pesos",2003,156992,"Enrique","Cahen Salaberry",1991,12,crew
2176,"De los Apeninos a los Andes",1990,142698,"Fausto","Tozzi",1978,12,cast
835,"La fuga",2013,157681,"Homero","Cárpena",2001,12,cast
390,"Los chicos crecen",1976,158117,"Horacio","Priani",1964,12,cast
756,"El Fausto criollo",2011,158860,"Héctor","Pellegrini",1999,12,cast
4421,"El milagro secreto",1998,155353,"Jorge","Luis Borges",1986,12,crew
930,"Guacho",2007,157475,"Luis","Medina Castro",1995,12,cast
83,"Roma",2004,158163,"Pablo","Cumo",1992,12,cast
1361,"Mi noche triste",1997,156340,"Pascual","Pellicciotta",1985,12,cast
338,"La caraba",1948,154289,"Pedro","Muñoz Seca",1936,12,crew
281,"El calavera",1954,154806,"Pierre","Veber",1942,12,crew
413,"Circe",2009,157049,"Raúl","Aubel",1997,12,cast
856,"Gitano",2004,158259,"Romualdo","Quiroga",1992,12,cast
811,"La frontera olvidada",1996,158854,"Tito","Ribero",1984,12,crew
754,"Fascinación",2016,157250,"Susana","Campos",2004,12,cast
1060,"Juan Moreira",1948,148941,"José","González Castillo",1937,11,crew
159573,"Hijas de la comedia",2022,149014,"Mario","Clavel",2011,11,crew
1905,"Sola",2021,153341,"Raúl","de la Torre",2010,11,crew
1905,"Sola",2021,153341,"Raúl","de la Torre",2010,11,crew
1905,"Sola",2021,153341,"Raúl","de la Torre",2010,11,crew
473,"Convivencia",2020,156803,"Mercedes","Sosa",2009,11,crew
2909,"Cuatro piernas",2002,136923,"Miles","Davis",1991,11,crew
835,"La fuga",2013,157152,"Tita","Merello",2002,11,cast
253,"La buena vida",2002,158949,"Aníbal","González Paz",1991,11,crew
1579,"¡Qué tiempos aquéllos!",1951,146217,"Ben","Turpin",1940,11,cast
1009,"Invasión",2015,157899,"Cacho","Espíndola",2004,11,cast
1369,"Mi primera novia",1966,158495,"Carlos","Olivari",1955,11,crew
1361,"Mi noche triste",1997,156987,"Cayetano","Biondo",1986,11,cast
253,"La buena vida",2002,157934,"Eduardo","Humberto Nóbili",1991,11,cast
756,"El Fausto criollo",2011,150793,"Enrique","Anderson Imbert",2000,11,crew
691,"El día que me quieras",1999,158849,"Guillermo","Battaglia",1988,11,cast
8405,"Las madres: The Mothers of Plaza de Mayo",1985,146759,"Juan","Domingo Perón",1974,11,cast
8865,"El limonero real",2016,151914,"Juan","José Saer",2005,11,crew
1214,"Martín Fierro",1989,158526,"Leopoldo","Torre Nilsson",1978,11,crew
1214,"Martín Fierro",1989,158526,"Leopoldo","Torre Nilsson",1978,11,crew
1214,"Martín Fierro",1989,158526,"Leopoldo","Torre Nilsson",1978,11,crew
1967,"Venus perseguida",1973,158921,"Manuel","Alcón",1962,11,cast
1827,"Tres argentinos en París",1938,144937,"Manuel","Joves",1927,11,crew
926,"El grito sagrado",2003,158163,"Pablo","Cumo",1992,11,cast
184859,"El coso",2022,157771,"Ricardo","Becher",2011,11,crew
8024,"Cinéfilos a la intemperie",2005,114550,"Rodrigo","Tarruella",1994,11,crew
8024,"Cinéfilos a la intemperie",2005,114550,"Rodrigo","Tarruella",1994,11,cast
1572,"¿Por qué mintió la cigüeña?",1949,147797,"Serafín","Alvarez Quintero",1938,11,crew
2814,"El muro",2001,158467,"Bárbara","Mujica",1990,11,cast
1418,"La patota",2015,156608,"Carmen","Llambí",2004,11,cast
481,"Cortázar",1994,153565,"Julio","Cortázar",1984,10,crew
481,"Cortázar",1994,153565,"Julio","Cortázar",1984,10,crew
6240,"La noche boca arriba",1994,153565,"Julio","Cortázar",1984,10,crew
481,"Cortázar",1994,153565,"Julio","Cortázar",1984,10,cast
65,"Albergue de mujeres",1946,158106,"Máximo","Gorki",1936,10,crew
2469,"La nariz",1985,157715,"Dimitri","Shostakovich",1975,10,crew
985,"Insaciable",1984,155072,"Luis Alberto","del Paraná",1974,10,crew
3986,"Una noche",2002,130972,"Olivier","Messiaen",1992,10,crew
10295,"Tango nuevo. Ástor Piazzolla",2019,104831,"Diana","Piazzolla",2009,10,cast
2853,"La sombra",2015,156741,"Laura","Hidalgo",2005,10,cast
2078,"Volver",2002,156808,"Ástor","Piazzolla",1992,10,crew
1691,"El romance de un gaucho",1961,154272,"Benito","Lynch",1951,10,crew
1203,"Noche de bodas",2009,158744,"Carlos","Hugo Christensen",1999,10,crew
2094,"El acto en cuestión",2015,157185,"Carlos","Roffe",2005,10,cast
8747,"Sueños acribillados",2015,157185,"Carlos","Roffe",2005,10,cast
1009,"Invasión",2015,153124,"Horacio","Nicolai",2005,10,cast
1976,"Los verdes paraísos",1947,149596,"Horacio","Quiroga",1937,10,crew
2504,"Perón, sinfonía del sentimiento",1999,158384,"Hugo","del Carril",1989,10,crew
691,"El día que me quieras",1999,158384,"Hugo","del Carril",1989,10,cast
1569,"¡Qué noche de casamiento!",1969,154629,"Ivo","Pelay",1959,10,crew
1983,"El viaje",1992,158948,"Juan","Ehlert",1982,10,crew
194119,"El viaje de Alba",2024,149016,"Juan","Gelman",2014,10,cast
1767,"Santos Vega",1971,157490,"Juan","Sarcione",1961,10,cast
918,"Los hijos de Fierro",1984,149769,"Julio","Troxler",1974,10,cast
1009,"Invasión",2015,155926,"Martín","Adjemián",2005,10,cast
1291,"La mentirosa",1999,158353,"Pablo","Palitos",1989,10,cast
5203,"Buen día, día",2011,155167,"Polo","Corbella",2001,10,cast
1477,"La muerte de Sebastián Arache y su pobre entierro",1983,158382,"Raúl","del Valle",1973,10,cast
1748,"Tierra del fuego",1983,158382,"Raúl","del Valle",1973,10,cast
1905,"Sola",2021,156730,"Ricardo","Younis",2011,10,crew
1009,"Invasión",2015,149245,"Roberto","Villanueva",2005,10,crew
1009,"Invasión",2015,149245,"Roberto","Villanueva",2005,10,cast
4928,"Vete de mí (Una de pasiones)",1996,146667,"Homero","Expósito",1987,9,crew
4928,"Vete de mí (Una de pasiones)",1996,146667,"Homero","Expósito",1987,9,crew
7104,"100 pájaros",2009,118649,"Julián","Infante",2000,9,cast
3158,"Sidra",2011,143432,"Federico","Klemm",2002,9,cast
3229,"Plástico cruel",2005,148975,"José","Sbarra",1996,9,crew
396,"Chiquilines",1991,155756,"Álvaro","Yunque",1982,9,crew
2998,"La toma",2013,154346,"Colomba","",2004,9,cast
208,"Barcos de papel",2020,155758,"Hellen","Ferro",2011,9,crew
253,"La buena vida",2002,157469,"Nathán","Pinzón",1993,9,cast
8353,"Jardín de sueños",2014,112741,"Randoll","Coate",2005,9,cast
1590,"Prisioneros de una noche",1962,156453,"Juan Carlos","Cobián",1953,9,crew
691,"El día que me quieras",1999,158387,"Américo","Hoss",1990,9,crew
159,"Así es la vida",1977,157603,"Arnaldo","Malfatti",1968,9,crew
2176,"De los Apeninos a los Andes",1990,157548,"Beto","Gianola",1981,9,cast
3010,"La vereda de la sombra",2005,136195,"Fabián","Polosecki",1996,9,cast
160878,"Los muertos",1919,155720,"Florencio","Sánchez",1910,9,crew
1260,"El novicio rebelde",1968,154629,"Ivo","Pelay",1959,9,crew
8024,"Cinéfilos a la intemperie",2005,150214,"Jorge","Acha",1996,9,cast
1361,"Mi noche triste",1997,157474,"Jorge","Salcedo",1988,9,cast
3742,"Cachimba",2005,131749,"José","Donoso",1996,9,crew
1767,"Santos Vega",1971,156975,"Mario","Baroffio",1962,9,cast
739,"La familia unida esperando la llegada de Hallewyn",1971,150860,"Michel","de Ghelderode",1962,9,crew
1447,"Peluquería de señoras",1941,152898,"Pascual","Contursi",1932,9,crew
1889,"Si yo fuera rica",1941,152898,"Pascual","Contursi",1932,9,crew
1497,"La mujer del león",1951,154806,"Pierre","Veber",1942,9,crew
5879,"Carpani",2006,138790,"Ricardo","Carpani",1997,9,cast
282,"La calesita",1993,158854,"Tito","Ribero",1984,9,crew
1905,"Sola",2021,155484,"Mabel","Manzotti",2012,9,cast
835,"La fuga",2013,154631,"Rosa","Rosen",2004,9,cast
8911,"Última carta desde la revolución",2016,110345,"Oscar","Terán",2008,8,cast
10014,"Crónicas de un exilio",2020,154644,"Octavio","Getino",2012,8,cast
1404,"Pasión imposible",1943,155243,"Alfredo","Le Pera",1935,8,crew
10483,"Tango en París, recuerdos de Astor Piazzolla",2017,156803,"Mercedes","Sosa",2009,8,cast
3014,"Géminis",2020,157683,"Gogó","Andreu",2012,8,cast
925,"Los hipócritas",2019,157146,"Rosángela","Balbo",2011,8,cast
2649,"El vestido de terciopelo",2001,144894,"Silvina","Ocampo",1993,8,crew
2652,"Anillo de humo",2001,144894,"Silvina","Ocampo",1993,8,crew
2504,"Perón, sinfonía del sentimiento",1999,148947,"José María","Rosa",1991,8,crew
2978,"Cortázar: apuntes para un documental",2002,149438,"Juan Carlos","Onetti",1994,8,cast
2356,"Notas de tango",2000,156808,"Ástor","Piazzolla",1992,8,crew
